modality,render,algorithm,asymmetry,encoder,dr_profile,n_runs,seeds,completion_rate,completion_rate_std,lap_time_s,lap_time_s_std,mean_progress_m,mean_progress_m_std,offtrack_rate,offtrack_rate_std,mean_return,mean_return_std
feature,none,ppo,symmetric,none,none,1,0,0.9874638319015503,0.0,8.156584739685059,0.0,64.35538482666016,0.0,0.013500481843948364,0.0,685.0263671875,0.0
